name,prefecture,city,website,url,rating,review_count,latitude,longitude,place_id,registered_date
THIEN BAO QUAN 天宝店,Gunma,高崎市,,,4.2,77,36.3296204,139.0143252,ChIJYXqAKsKNHmAR0NCzmvbddT8,2024-05-16
フォー コー トウー(Phở Cô Tư),Gunma,桐生市,,,4.6,43,36.4133748,139.2946123,ChIJY9ZDK2HjHmARRj0T0GNztmc,2024-05-16
Cake - Bếp Mẹ Miu (パン屋),Gunma,太田市,,,5.0,9,36.3336513,139.411633,ChIJuXjla50hH2AR6TWmNUF_YeM,2024-05-16
Vietnam store,Gunma,伊勢崎市,,,4.0,1,36.3180697,139.2073786,ChIJMRlYx1DnHmARqn5TgZ4Id2Q,2024-05-16
Ngan Bui Quán,Gunma,伊勢崎市,,,3.7,15,36.2730828,139.2036579,ChIJOXhTMWTnHmARA0-tjOeUU_k,2024-05-16
TẠP HOÁ LÊ NHI(ベトナム),Gunma,伊勢崎市,,,5.0,6,36.3339056,139.2599656,ChIJrZoWZ4nnHmARvqrzvKxEJBU,2024-05-16
Đồ ăn việt gunma,Gunma,前橋市,,,4.2,6,36.3811508,139.070484,ChIJi-duytPzHmARXkkTjOsOrp4,2024-05-16
フォーの店 Hari Hari,Gunma,高崎市,,,4.2,88,36.3426044,138.9891609,ChIJE6bi7rqNHmARjFLXQpS8dWs,2024-05-16
ベトナム食堂,Gunma,熊谷市,,,4.6,52,36.1633429,139.3178205,ChIJZ3Glp13ZHmARhxW96q4fvKA,2024-05-16
Cafe Maemi,Gunma,前橋市,,,4.6,48,36.3821424,139.0723867,ChIJt7YuwhPzHmARjflb7ng8tm4,2024-05-16
ベトナムレストランNGON-2号店,Saitama,さいたま市,,,4.4,106,35.9088404,139.6260448,ChIJSZDpr9_BGGARRuDSQr1Dux8,2024-05-16
ベトナム居酒屋ニャウ Nhau Thien An,Saitama,川口市,,,3.8,91,35.8159609,139.7048484,ChIJdZ0iAtiVGGARbPHbZBqS9uw,2024-05-16
17SURF Bagel,Saitama,さいたま市,,,4.3,18,35.910143,139.6304653,ChIJ41BsCiTBGGARS5TrU_zO1bU,2024-05-16
麻凛堂,Saitama,さいたま市,,,4.2,116,35.8544632,139.6381291,ChIJpZyZ13fqGGAR41xBv4NTUXg,2024-05-16
フォーハノイ 草加 ( PHỞ HÀ NỘI soka ) QUÁN VIỆT NAM,Saitama,草加市,,,4.4,55,35.830261,139.8251312,ChIJQbNwGCORGGARpNFMpLfkJQg,2024-05-16
チャンクインベトナムレストラン,Saitama,N/A,,,4.0,66,35.9080364,139.4842499,ChIJ0Zcrf5vbGGARZ8QtJ0q9VFo,2024-05-16
Cửa Hàng Việt Nam tại Nhật Bản,Chiba,N/A,,,3.9,64,35.6159602,140.114489,ChIJTVHf7IGFImAReAV5hyeRkbQ,2024-05-16
アジア、ベトナム食品販売店 TU THAO,Chiba,N/A,,,4.6,12,35.6809318,140.0222444,ChIJn_0-Ar6BImARBK_ha_-rfq0,2024-05-16
3TEA,Chiba,八千代市,,,4.2,35,35.7010372,140.0896025,ChIJoXCIJQiBImARmFfk4u2g_Nw,2024-05-16
ゴン クアン ベトナムレストラン,Chiba,N/A,,,3.8,54,35.7002176,140.0899262,ChIJBZkG54-BImAR7CP32zb4p3g,2024-05-16
Thuy's Kitchen,Chiba,N/A,,,4.7,24,35.7318646,140.0606765,ChIJo_tuQYN_ImAR0cffH3QIl2U,2024-05-16
egMART Asian Store イージーマートアジアンストア Halal Food,Chiba,千葉市,,,4.2,18,35.6062811,140.1120036,ChIJdcJ6jjuFImARMaOxjcSD7-U,2024-05-16
Quê Hương Quán(フルサトレストラン),Chiba,N/A,,,4.4,58,35.7290565,139.9103138,ChIJsxNig9eHGGAR3LF_NjtYBLU,2024-05-16
DINING BAGOOS,Chiba,N/A,,,4.4,108,35.6354694,140.1074889,ChIJVZ9-4IaEImARcg8P28y1Dds,2024-05-16
Bánh mì Minh Minh,Kanagawa,川崎市,,,4.3,4,35.5268592,139.6982112,ChIJQ8WhuWlhGGARh7n8vmuQlM8,2024-05-16
BUY ME STAND MOTOMACHI × 405FACTORY,Kanagawa,横浜市,,,4.2,243,35.4392369,139.6496512,ChIJ0wVHLeBcGGARzpxhSJXIvXE,2024-05-16
フォーミン,Kanagawa,横浜市,,,4.4,264,35.4957412,139.6659284,ChIJ8QBmBTZdGGARANspqeAnKxM,2024-05-16
湘南バインミーAZ（アズ）,Kanagawa,N/A,,,4.3,41,35.3111419,139.4880119,ChIJgVmFFd1TGGARV6l0fS59cwQ,2024-05-16
CAFÉ GIẢNG,Kanagawa,横浜市,,,4.2,410,35.4439308,139.6473015,ChIJvY7aG-NcGGAR36fyk4TchiQ,2024-05-16
Phở MQS(フォーMQS),Kanagawa,N/A,,,4.5,74,35.5066943,139.3425118,ChIJW6j1nY0BGWARy0yO_3Kqcjw,2024-05-16
金沢エムザ,Ishikawa,金沢市,,,3.7,2299,36.5720051,136.655011,ChIJq6qqKXAz-F8RU4E7PZUZtMQ,2024-05-16
箔一 金沢百番街店,Ishikawa,金沢市,,,3.6,14,36.5778115,136.6473286,ChIJY43m8UEz-F8Rehjd0ChyZVM,2024-05-16
黒門小路,Ishikawa,金沢市,,,4.0,131,36.5714788,136.6550526,ChIJ4zk7JXAz-F8RrCAXgjpn7C0,2024-05-16
近江町市場寿し 本店,Ishikawa,N/A,,,3.9,1653,36.5716377,136.6568028,ChIJG3zutHEz-F8RijLMdOO5tCg,2024-05-16
カジマート 金沢エムザ店,Ishikawa,N/A,,,3.7,45,36.57271800000001,136.654941,ChIJL0KVKHAz-F8RI0ynGKjMV74,2024-05-16
箔一 東山店,Ishikawa,金沢市,,,4.1,693,36.5723257,136.6664205,ChIJ12QUl3Qz-F8Rf8aIc9cRDwc,2024-05-16
近江町市場,Ishikawa,金沢市,,,4.0,16268,36.5717335,136.6558651,ChIJ0xPT93Az-F8RpTSlbHwo9L8,2024-05-16
箔一（本店 箔巧館）,Ishikawa,金沢市,,,4.0,735,36.5612495,136.5979964,ChIJkQIhNNs0-F8R0xRgYmsdXQE,2024-05-16
鰻 にょろ助 金沢片町店,Ishikawa,金沢市,,,4.3,89,36.5603175,136.6499711,ChIJvcyVlRg1-F8R6EIhCYvaXMs,2024-05-16
ハピリン,Fukui,福井市,,,3.7,2373,36.0612834,136.2222364,ChIJqahFKO2--F8RZ7Yb1Ikqdo0,2024-05-16
西武福井店,Fukui,福井市,,,3.6,1683,36.0618363,136.2190851,ChIJsyf7hOy--F8RLuJ3OwrdCgs,2024-05-16
富士山みはらし,Yamanashi,富士吉田市,,,4.1,195,35.3945929,138.7334118,ChIJadzTaRNiGWARprfnABdRij0,2024-05-16
カメリアニコティー,Yamanashi,北杜市,,,4.4,51,35.8622348,138.3576424,ChIJj6dcVhhDHGARaOXj1_SOl84,2024-05-16
金精軒 本店,Yamanashi,甲府市,,,4.0,139,35.653294,138.5704535,ChIJpcMvmcL5G2ARnfawvUjsdfI,2024-05-16
築地銀だこ,Nagano,N/A,,,3.0,27,36.64393,138.188916,ChIJA9ZG_DiHHWARoqL2xdX6Ylk,2024-05-16
MIDORI 長野,Nagano,長野市,,,3.9,2293,36.6436514,138.1887931,ChIJ__8_l5KGHWAR6PEjeIsa2qw,2024-05-16
AFTERS STORE,Nagano,長野市,,,3.6,31,36.6087696,138.1882064,ChIJVVXBlRWEHWAR1YMegeW819I,2024-05-16
yoknel,Gifu,N/A,,,5.0,13,35.426537,136.762348,ChIJj8UvijipA2ARpa0_c6llMm4,2024-05-16
Maru Sand／マルサンド,Gifu,岐阜市,,,4.5,13,35.4520489,136.8468187,ChIJc1pF2sgHA2ARNnp76VmVvYg,2024-05-16
本格インド＆ベトナム料理 ラサマンダ,Gifu,岐阜市,,,4.3,387,35.41085169999999,136.7384331,ChIJmRNyfrCuA2AR8qnF8NumFpA,2024-05-16
Cửa hàng Việt Nam yamagatashi-gifu,Mie,山県市,,,0.0,0,35.5200415,136.7882642,ChIJuYV7xmSrA2ARrrkFAqgyDQQ,2024-05-16
ボンフレール,Shizuoka,静岡市,,,4.4,16,35.0416598,138.4517108,ChIJ4eLdkBk1GmARFR_98eiJwQs,2024-05-16
サイ ゴン ワン,Shizuoka,富士市,,,3.8,37,35.1559449,138.6511473,ChIJUQgu_AwrGmARqiYHHRunv7k,2024-05-16
suika chan,Shizuoka,焼津市,,,4.4,17,34.8654753,138.322162,ChIJQcygt_1HGmAR5NxIxqwPruE,2024-05-16
バインミーゴンゴン 浜松店,Shizuoka,N/A,,,4.1,80,34.7039383,137.736165,ChIJ539Bb2ffGmARsScFApWip24,2024-05-16
Nha Viet Nam 名古屋店,Mie,名古屋市,,,3.5,265,35.1677384,136.880521,ChIJNUCO2-Z2A2AR9VxegaOLo5Q,2024-05-16
ティーとバインミーの専門店DEDINO（デリノ）,Aichi,名古屋市,,,5.0,1,35.1584017,136.9068237,ChIJBbI4TgBxA2ARi9Y6cU7iR0I,2024-05-16
LADO,Aichi,碧南市,,,4.3,153,34.8844827,136.9911416,ChIJOzQG316RBGARUlAB7V6zzRg,2024-05-16
ベトナムデリ珈琲 名古屋松坂屋店,Aichi,N/A,,,3.3,25,35.1645981,136.9074509,ChIJd00eQydxA2ARIRvfk7Dt17c,2024-05-16
フォーゴン 栄店,Aichi,名古屋市,,,4.1,294,35.1669113,136.9052718,ChIJO9nybdBwA2AR9jKKVIQg9eo,2024-05-16
ベトナムマーケット,Aichi,名古屋市,,,3.7,3,35.1597382,136.8980357,ChIJlef-ubl3A2ARLTSI9FRTkEI,2024-05-16
DIEM HEN CỘNG ĐỒNG QUÁN,Aichi,N/A,,,4.0,6,35.2982742,136.9348336,ChIJE2J54LUNA2AR7TFKbc6ZkDY,2024-05-16
Phở 8 Kuwana フォー 8 桑名,Mie,桑名市,,,4.9,136,35.0658295,136.6928268,ChIJR4Lw-SGbA2ARMAd6NMlNtQM,2024-05-16
オーバーナイト,Mie,四日市市,,,4.7,113,34.9682692,136.6208367,ChIJPZQ_nSCPA2ARyHJ6BXyLiN8,2024-05-16
ベトナムコーヒー モク,Mie,津市,,,4.4,82,34.7198868,136.5067299,ChIJDXO4JdoNBGARhNDpyYyNkjM,2024-05-16
フォーサイゴン,Mie,四日市市,,,3.9,76,35.0071959,136.6498758,ChIJI-L5EVSPA2ARfBrQXJ1K3SY,2024-05-16
Cafe & Bánh mi OVân,Shiga,八尾市,,,4.9,15,34.6149618,135.6075993,ChIJAQDpqlsnAWARc0R_mENS7sg,2024-05-16
NANG HARERUYA 晴れる屋,Mie,名古屋市,,,4.6,43,35.1421545,136.9055737,ChIJ_TwT76txA2ARaPjRLpzi5D8,2024-05-16
YAKUME BAKERY,Shiga,甲賀市,,,4.5,121,34.8759237,136.0533582,ChIJ0UCATcxCAWARzPGGZ0LrROc,2024-05-16
ラ コリーナ近江八幡,Shiga,近江八幡市,,,4.1,15245,35.1488952,136.0913848,ChIJ92haAZx5AWAR0rtCXekZae4,2024-05-16
XUÂN SHOP SHIGA,Shiga,大津市,,,4.6,8,34.9868234,135.9278536,ChIJk9KuG35zAWARqUj7jExjHCg,2024-05-16
三井アウトレットパーク 滋賀竜王,Shiga,竜王町,,,3.9,9957,35.0598833,136.1002933,ChIJVVVV6tNkAWARGOFfVIqsyVw,2024-05-16
ROKUSHORE,Shiga,日野町,,,4.4,29,35.0117491,136.2672117,ChIJCXAQbfTfA2AROjQC-CwhsFM,2024-05-16
マチ,Shiga,京都市,,,4.9,16,35.0153482,135.7734092,ChIJSeG1cKEJAWARBuZyG-3p-5U,2024-05-16
近江牛 毛利志満 近江八幡本店,Shiga,近江八幡市,,,4.3,1375,35.0974194,136.1013668,ChIJYTO79gZ7AWAR2G_4X-CslUg,2024-05-16
BÁNH MÌ NỔ － バインミー ノ,Osaka,大阪市,,,4.9,28,34.6285268,135.4907821,ChIJY5AXWgDdAGAR2aSfj4BMcX4,2024-05-16
BAMI BABY Bánh Mì- Trà Sữa(タピオカ、バインミ),Osaka,N/A,,,4.8,12,34.653568,135.4942906,ChIJV-NHbADnAGARttrCDBkL6v8,2024-05-16
和歌山中華そば 丸美商店,Wakayama,和歌山市,,,3.8,721,34.2321061,135.1911398,ChIJG7YHhyazAGAREu47bdnyG1M,2024-05-16
井出商店,Wakayama,N/A,,,3.7,3921,34.2284698,135.1895124,ChIJF6Skpq-yAGARldscCzb4ad8,2024-05-16
お米のいいなり おにぎりと米粉カヌレのお店,Wakayama,N/A,,,4.7,33,34.2187542,135.1691257,ChIJ4c8Qj3GzAGARUJIN16rO7ek,2024-05-16
キーノ和歌山,Wakayama,N/A,,,3.9,874,34.2361653,135.1667202,ChIJD2uv_yCzAGARJ3WqC3D8OOs,2024-05-16
中華そばまるみ,Wakayama,N/A,,,3.8,112,34.2429321,135.1861332,ChIJj_dvZOKyAGAR949BqybCcmo,2024-05-16
マンサダパン日和,Wakayama,有田川町,,,4.0,128,34.0521577,135.2419825,ChIJ96MiGvFGB2ARhD3pz9F3ky0,2024-05-16
蔦屋書店 和歌山市民図書館店,Wakayama,和歌山市,,,4.4,69,34.2367241,135.1675279,ChIJweOPKfOzAGARDRU7z1CuGts,2024-05-16
ＱＵＡＮ ＶＩＥＴ ＮＡＭ ＰＨＯ３３３,Wakayama,八尾市,,,4.0,36,34.6166168,135.6080901,ChIJ34EHjFonAWARyGRfwqNTrTg,2024-05-16
VIE DE FRANCE 鳥取店,Tottori,鳥取市,,,3.7,65,35.4943354,134.2249443,ChIJgZgAQMOPVTURZsR_nR_Uq4U,2024-05-16
みたき園,Tottori,N/A,,,4.5,390,35.2898409,134.3122871,ChIJYQGlGxWiVTURs41BpDBEtnQ,2024-05-16
鳥取駅,Tottori,鳥取市,,,3.8,531,35.4939993,134.2258965,ChIJd0V_EMOPVTURA_1-AefTNBA,2024-05-16
郡家駅,Tottori,八頭町,,,4.0,64,35.4132281,134.2513646,ChIJEas-AwmaVTURd4JA1z3xmD0,2024-05-16
HONEY VIF,Shimane,出雲市,,,4.2,49,35.3701389,132.7586282,ChIJISA1xpBDVzURQTKcWECVEd8,2024-05-16
串焼と釜飯 こさと,Shimane,松江市,,,4.2,101,35.4577225,133.0841134,ChIJdVgT9X4FVzURdNa3qJWT7x0,2024-05-16
Sai Gon Bakery,Shimane,福山市,,,4.6,19,34.4876224,133.3677908,ChIJ7Yy4uGoRUTURaIq70sej1Dc,2024-05-16
じとっこ組合 松江駅前店,Shimane,松江市,,,3.8,208,35.4646865,133.0595423,ChIJMcAo7OIEVzURPHEcbSP5Yks,2024-05-16
RIDE·DINER,Hiroshima,広島市,,,4.3,274,34.3969991,132.4481231,ChIJ2fxjKXKiWjURVSx9IR45Ey4,2024-05-16
みっちゃん総本店 福屋八丁堀地下店,Hiroshima,広島市,,,4.0,276,34.3932304,132.4625817,ChIJbajzqgiiWjUR2BmSDNohrqk,2024-05-16
みっちゃん総本店 八丁堀本店,Hiroshima,広島市,,,4.0,2376,34.3957125,132.4635489,ChIJfS4-xgeiWjUR1J-uIF_hPns,2024-05-16
新天地 みっちゃん,Hiroshima,広島市,,,4.1,670,34.3910637,132.4628981,ChIJPwOMgQWiWjUR4YXUS2fx3-M,2024-05-16
ekie 広島,Hiroshima,広島市,,,4.0,572,34.3980311,132.4755643,ChIJ52PLPm2fWjURdICPML_Z3XU,2024-05-16
焼肉 味美,Hiroshima,広島市,,,4.5,56,34.3916409,132.4642594,ChIJOwQNxwWiWjURNMOXs6sEhkU,2024-05-16
ケンビーズ ブリュー パブ,Hiroshima,広島市,,,4.3,651,34.3914568,132.4552479,ChIJr5rzhxKiWjURKDYEhjxF8PY,2024-05-16
BANH MY NON,Yamaguchi,北九州市,,,4.8,28,33.877921,130.8883346,ChIJFRUAkiW_QzURvE5BlVSjrRo,2024-05-16
RICE & WHEAT,Yamaguchi,岩国市,,,4.8,38,34.1678664,132.2220622,ChIJB-LN3qs1RTUR4SGOS0QBkDM,2024-05-16
長州苑,Yamaguchi,山口市,,,3.7,255,34.1897613,131.4741322,ChIJtxNwsamXRDURPFP2AijgTBo,2024-05-16
VIE DE FRANCE 徳島店,Tokushima,徳島市,,,3.4,55,34.0744973,134.551113,ChIJq0vH1LdtUzURdhNhnhrVZPI,2024-05-16
ベーカー・アミ,Tokushima,藍住町,,,4.3,129,34.1211661,134.4786089,ChIJ2WVGP39zUzURwn_j4Jmcpc0,2024-05-16
のもん徳島,Tokushima,N/A,,,3.7,10,34.0743375,134.5511498,ChIJ5VnEbX1tUzUReb1vFGWd4bc,2024-05-16
LJ エル ジェイ,Tokushima,徳島市,,,4.7,37,34.1097565,134.5771112,ChIJi2kb0VptUzUR3tk1BQeKLNw,2024-05-16
たねまる,Kochi,N/A,,,4.1,38,33.5583964,133.5270635,ChIJiXxoAiQZTjURGrXm84lOQAM,2024-05-16
とさ市場,Kochi,N/A,,,3.7,655,33.5608837,133.542479,ChIJP7A9yUkZTjURg2nVMiN2Cp4,2024-05-16
SOUTH HORIZON BREWING,Kochi,高知市,,,3.8,86,33.5122872,133.588459,ChIJYwpR16gbTjURtr9tmkhh7L0,2024-05-16
パン茶屋 むぎまる,Kochi,高知市,,,3.9,181,33.5647347,133.4937284,ChIJOZVMMUkZTjURDzBvVexpIzw,2024-05-16
ビッグサン,Kochi,南国市,,,3.6,16,33.5477541,133.6737697,ChIJg2zQrf8CTjURECM0opKw4W8,2024-05-16
ちゃんフォー,Kochi,安芸市,,,4.5,39,33.5026384,133.9024209,ChIJrS6N9wADTjURqO2xLCH7kOA,2024-05-16
Bánh Mì Núi バインミーヌイ,Kochi,佐川町,,,5.0,2,33.47551540000001,133.2857887,ChIJz2tNatI3TjURGzNCIwQjhes,2024-05-16
Kao Bakery,Fukuoka,福岡市,,,4.0,81,33.5833832,130.4160936,ChIJ38DkMYyRQTURIUcZQtk3kpU,2024-05-16
DIG INN,Saga,福岡市,,,4.3,152,33.5791787,130.4054357,ChIJHd5ICu6RQTURf-EzbmmjkRI,2024-05-16
Sixpines Sandwiches,Fukuoka,福岡市,,,4.6,61,33.576477,130.3745652,ChIJy_EM19uTQTURJEWEkyYWi-I,2024-05-16
Tạp hoá Omuta -Tô gô Quán-ベトナム料理大牟田店,Saga,大牟田市,,,3.8,11,33.0279955,130.4420287,ChIJhZumQqBPQDURdkTWn1pr5Bg,2024-05-16
"Siêu thị mini, Tạp Hóa Việt Nam, Thái Lan, Nhà hàng Phở. ナンサイゴン糸島 Nắng Sài Gòn itoshima",Saga,糸島市,,,4.9,129,33.5480599,130.1819091,ChIJoX5GlYvDQTURBbyDP-D5DQ0,2024-05-16
Hà Nội 1991 - ベトナム・カフェ&レストラン,Saga,久留米市,,,3.9,28,33.3111956,130.5198083,ChIJd-KRXvilQTURFtDXiIjd0fM,2024-05-16
佐賀駅,Saga,佐賀市,,,3.7,451,33.2641763,130.2973968,ChIJRyNXXxLKQTURz8UphAHPWhY,2024-05-16
サンドイッチのテイクアウト専門店ズッペン,Saga,みやま市,,,3.9,11,33.171637,130.5084863,ChIJI3LVCBOtQTUReDKyVdJxJrw,2024-05-16
Bread&Bagel SHIMA SHIMA,Nagasaki,N/A,,,3.6,22,32.7751755,129.8576165,ChIJxShwLfutajUR7lrTf-xTnPs,2024-05-16
ブルズキッチン アミュプラザ長崎店,Nagasaki,N/A,,,3.7,323,32.7519041,129.8707156,ChIJL1-lpztTFTUR7G3-mcV6AWk,2024-05-16
文明堂総本店 江戸町本店,Nagasaki,長崎市,,,4.3,472,32.7456242,129.8724277,ChIJcxUS7D1TFTURIj8UBjRnvh4,2024-05-16
長崎新地中華街,Nagasaki,N/A,,,3.7,7698,32.7417024,129.8755941,ChIJK3MfoRVTFTURFhFVj6JIlxE,2024-05-16
林檎堂 JR熊本駅店,Kumamoto,熊本市,,,4.5,21,32.7900876,130.6883624,ChIJGTDZYArzQDUR9yN41gCCGDU,2024-05-16
肥後よかモン市場,Kumamoto,熊本市,,,4.0,572,32.7897582,130.6882638,ChIJz2M421j0QDURzHm8HcteSls,2024-05-16
くまモンビレッジ,Kumamoto,N/A,,,4.2,66,32.8005269,130.703635,ChIJUYUjiqX1QDUReepoWe0IuUQ,2024-05-16
もなりお,Kumamoto,N/A,,,4.0,26,32.8035199,130.7038935,ChIJ6Smg7xL0QDURjm6GjnZlL3Q,2024-05-16
いきなりやわたなべ 熊本城 桜の小路店,Kumamoto,N/A,,,3.5,41,32.8036082,130.7037595,ChIJk_l6z2z0QDURgbTZzQb3G40,2024-05-16
阿蘇庭 山見茶屋,Kumamoto,熊本市,,,4.2,254,32.8038279,130.703988,ChIJ__8D8RL0QDURQAKvKSHNCFw,2024-05-16
おだ商店 熊本駅店,Kumamoto,N/A,,,4.4,12,32.7897843,130.6883301,ChIJs_F1flj0QDURfjavDjUTF3E,2024-05-16
【はちみつの杉養蜂園】熊本駅 肥後よかモン市場店,Kumamoto,N/A,,,4.3,9,32.7898753,130.6883986,ChIJ4Vkjj1j0QDURlBRiWGaVn1M,2024-05-16
豊後牛ステーキの店 そむり 別府本店,Oita,N/A,,,4.2,545,33.2779854,131.5043362,ChIJmxeEzdymRjURq0Hpjk_3ZEM,2024-05-16
micoベーグル,Miyazaki,宮崎市,,,4.3,24,31.8599931,131.4280828,ChIJ821nTeK3ODURg2j9eGL0NWM,2024-05-16
マイ・サンドイッチ,Miyazaki,宮崎市,,,4.6,37,31.9202607,131.4226713,ChIJSSr8xkC3ODUR-AzhIPFE2QY,2024-05-16
Patisserie Sin（パティスリーシン）,Miyazaki,宮崎市,,,4.4,17,31.9142684,131.3958212,ChIJvXhPVRS3ODURLcogCAOj06M,2024-05-16
みやざき物産館 KONNE(こんね),Miyazaki,宮崎市,,,3.9,476,31.9105875,131.4246177,ChIJqSXadWy3ODUR1It7lvBmimg,2024-05-16
ちゃぶや咖喱堂,Kagoshima,鹿児島市,,,4.3,108,31.5703317,130.5481021,ChIJu8F70n5nPjURPZjQjDt_5aU,2024-05-16
麺歩 バガボンド,Kagoshima,鹿児島市,,,4.2,671,31.59745259999999,130.5580552,ChIJMcjVegZePjURDS6tCIEoWOg,2024-05-16
カゴマニア,Kagoshima,鹿児島市,,,4.5,99,31.58737919999999,130.5420586,ChIJi3c0v1pnPjURYY7fptVTdUA,2024-05-16
ミス·サイゴン,Kagoshima,霧島市,,,4.1,120,31.7359475,130.7674342,ChIJc8ORxGL7PjURTWdfpp3cCJY,2024-05-16
