name,prefecture,city,url,rating,review_count,latitude,longitude,category,description,query_used
BanhMi Kyoto製パン,Kyoto,Kyoto,https://business.google.com/v/_/AKsrIN0puJiEKfEO86dS_PDxoSa_6Tt6rzPnFu4MT8AzJ0ZBdzA0H-I/ddf8/_?exp=1778401&myads=1,4.6,73,34.9550669,135.7612292,"bakery, restaurant, food, store, point_of_interest, establishment",,banhmi
バインミー サイゴン,Osaka,Osaka,http://tnvietnam.co.jp/,4.5,133,34.6610708,135.50055,"restaurant, food, point_of_interest, establishment",,banhmi
THAO’S BANH MI,Kanagawa,Kawasaki,https://www.instagram.com/thaosbanhmi/,4.4,393,35.5655398,139.6548893,"meal_takeaway, cafe, restaurant, food, point_of_interest, establishment",,banhmi
BANH MI NGON NGON OKUBO(バインミーゴンゴン 大久保店),Tokyo,Shinjuku City,https://www.facebook.com/B%C3%A1nh-M%C3%AC-Ngon-Ngon-Okubo-105387335262252/,3.9,175,35.7009684,139.6970106,"restaurant, food, point_of_interest, establishment",,banhmi
シクロバインミー(CYCLO banh mi)CIAL横浜店,Kanagawa,Yokohama,,3.2,69,35.46681969999999,139.6224178,"bakery, food, point_of_interest, store, establishment",,banhmi
MIKA バインミー （Mika bánh mì）,Tokyo,Itabashi City,http://mikabanhmi.net/,4.6,56,35.7904285,139.654858,"restaurant, point_of_interest, food, establishment",,banhmi
BÁNH MÌ 10,Fukuoka,Fukuoka,https://www.banhmi10.com/,3.8,39,33.5875638,130.410647,"meal_takeaway, restaurant, food, point_of_interest, establishment",,banhmi
バインミイーハノイ (Banhmi Hanoi),北海道,室蘭市,http://www.facebook.com/B%C3%A1nh-m%C3%AC-H%C3%A0-N%E1%BB%99i-%E3%83%90%E3%82%A4%E3%83%B3%E3%83%9F%E3%83%BC%E3%83%8F%E3%83%8E%E3%82%A4,3,3,42.3523789,141.0212984,"restaurant, food, point_of_interest, establishment",,banhmi
Okome Cafe & Bar 米b(ベイビー),Aomori,Aomori,http://www.baby-okome.com/,4.4,29,40.8268955,140.7445849,"meal_takeaway, restaurant, food, point_of_interest, establishment",,バインミー
ハンドサンドイッチズ,Aomori,Aomori,https://www.instagram.com/handsandwiches/,4.6,12,40.7927359,140.7570224,"restaurant, food, point_of_interest, establishment",,バインミー
三ッ星製パン,Aomori,Aomori,https://ja-jp.facebook.com/mitsuboshi.bread/,4,86,40.8272523,140.7354007,"bakery, food, point_of_interest, store, establishment",,バインミー
サイゴンフレッシュ ポールタウン店,Hokkaido,Sapporo,https://saigonfresh.jp/,4.5,101,43.0564289,141.3530917,"cafe, restaurant, point_of_interest, store, food, establishment",,バインミー
Bánh Mì Xin Chào,Tokyo,Toshima City,http://banhmixinchao.co.jp/,3.9,155,35.7303444,139.7151945,"restaurant, food, point_of_interest, establishment",,バインミー
バインミー☆サンドイッチ,Tokyo,Shinjuku City,https://twitter.com/banhmi_sandwich,4.3,634,35.7132389,139.7031536,"restaurant, food, point_of_interest, establishment","Small & casual shop serving Vietnamese-style sandwiches with fillings like pork, chicken & shrimp.",バインミー
バインミーバーバー中目黒,Tokyo,Meguro City,https://banhmibaba-nakameguro.com/,4.5,117,35.6429091,139.6987712,"cafe, restaurant, food, point_of_interest, establishment",,バインミー
バインミーバイミー,Tokyo,Suginami City,https://www.instagram.com/banhmi.byme,4.8,58,35.70508770000001,139.6469223,"restaurant, food, point_of_interest, establishment",,バインミー
バインミー サイゴンフレッシュ 本店,Hokkaido,Sapporo,https://saigonfresh.jp/,4.5,148,43.0573518,141.339118,"meal_takeaway, restaurant, point_of_interest, food, establishment",,バインミー
バインミー☆ サンドイッチ,Tokyo,Shibuya City,https://www.instagram.com/banhmi_sandwich_takadanobaba/,4.4,20,35.6683371,139.7048337,"restaurant, food, point_of_interest, establishment",,バインミー
Ăn gì ? (アンジー?),Hokkaido,Sapporo,https://instagram.com/angi_vietnam333?igshid=NTc4MTIwNjQ2YQ==,4.1,20,43.0825718,141.346616,"restaurant, food, point_of_interest, establishment",,バインミー
Nha Viet Nam premier 銀座店,Tokyo,Chuo City,https://nha-vietnam.info/,3.9,111,35.6674942,139.7624459,"cafe, restaurant, food, point_of_interest, establishment",,バインミー
バインミー シンチャオ イオンモール太田,Gunma,Ota,https://banhmixinchao.co.jp/,4.3,36,36.29337599999999,139.3990887,"restaurant, point_of_interest, food, establishment",,バインミー
バインミーバーバー川越店 Bánh Mì Bà Ba kawagoe,Saitama,Kawagoe,https://yoyaku.tabelog.com/yoyaku/net_booking_form/index?rcd=11059812,4.8,97,35.9146002,139.4830906,"restaurant, food, point_of_interest, establishment",,バインミー
サイゴンレストラン 札幌店,Hokkaido,Sapporo,https://www.hotpepper.jp/strJ003516828/,4.3,80,43.0043923,141.4306734,"restaurant, food, point_of_interest, establishment",,バインミー
ローアンプラー,Niigata,Niigata,https://instagram.com/rouannpular?igshid=YmMyMTA2M2Y=,4.3,48,37.7972236,139.1220556,"restaurant, food, point_of_interest, establishment",,バインミー
バインミーバーバー 吉祥寺店,Tokyo,Musashino,https://www.instagram.com/banhmibaba_kichijoji/,4.6,98,35.7025172,139.5790211,"restaurant, food, point_of_interest, establishment",,バインミー
THAO’S BANH MI,Kanagawa,Kawasaki,https://www.instagram.com/thaosbanhmi/,4.4,393,35.5655398,139.6548893,"meal_takeaway, cafe, restaurant, food, point_of_interest, establishment",,バインミー
バインミー☆サンドイッチ 吉祥寺北口店,Tokyo,Musashino,,4.5,41,35.7038965,139.5789945,"restaurant, food, point_of_interest, establishment",,バインミー
ビベト,Nagano,Matsumoto,,4.4,75,36.23243799999999,137.9677722,"restaurant, food, point_of_interest, establishment",,バインミー
BANH MI XIN CHAO KAMATA バインミーシンチャオ蒲田店,Tokyo,Ota City,http://banhmixinchao.co.jp/,3.9,87,35.5647655,139.7144641,"restaurant, point_of_interest, food, establishment",,バインミー
BÁNH MÌ VIỆT,Kanagawa,Yokohama,https://www.banhmivietjp.com/?utm_source=gmb&utm_medium=referral,4.4,131,35.4324879,139.4757654,"restaurant, food, point_of_interest, establishment",,バインミー
バインミーモチ,Chiba,Chiba,http://sieuthiminitunjp.com/,4.3,49,35.6159196,140.114405,"restaurant, food, point_of_interest, establishment",,バインミー
カム バイ スタンド バインミー CƠME by Stand Bánh Mì,Tokyo,Minato City,https://www.instagram.com/comebystandbanhmi?igsh=MXJvOHFiY2kzOTBtZg==,4.1,11,35.6621938,139.7414891,"restaurant, food, point_of_interest, establishment",,バインミー
ホア セン レストラン,Hokkaido,Sapporo,https://hoasen-sapporo.owst.jp/,4.6,190,43.0516513,141.3545714,"restaurant, food, point_of_interest, establishment",,バインミー
ベトナムバインミー三ツ沢下町店BÁNH MÌ VIỆT NAM,Kanagawa,Yokohama,,4.4,49,35.4763652,139.6145326,"store, restaurant, food, point_of_interest, establishment",,バインミー
ベトナム料理タンマイ,Gunma,Maebashi,https://www.dan-b.com/thanhmai/,4.2,146,36.4079501,139.0656828,"restaurant, food, point_of_interest, establishment",,バインミー
Soc Con Fast Food バインミー リスちゃん,Tokyo,Shinjuku City,https://instagram.com/rischangbanhmi?igshid=YmMyMTA2M2Y=,4.4,57,35.701749,139.6979722,"restaurant, point_of_interest, food, establishment",,バインミー
バインミーバーバー下北沢店,Tokyo,Setagaya City,https://banhmibaba.com/,4.6,398,35.6628814,139.6657317,"restaurant, food, point_of_interest, establishment",,バインミー
越南路 エツナンルー,Osaka,Osaka,https://etsunanru.com/,3.7,53,34.7057911,135.4979853,"restaurant, food, point_of_interest, establishment",,バインミー
バインミーゴンゴン船橋,Chiba,Funabashi,https://www.facebook.com/Shinjuku.BanhMiNgonNgon/,4.2,107,35.7011647,139.9882478,"restaurant, food, point_of_interest, establishment",,バインミー
ロブ・フォートンズ,Aomori,Hachinohe,http://www.robphoton.com/,3.9,359,40.5113964,141.4933529,"meal_takeaway, cafe, restaurant, food, point_of_interest, establishment",,バインミー
バインミーシンチャオ,Tokyo,Shinjuku City,https://www.facebook.com/B%C3%A1nh-M%C3%AC-Xin-Ch%C3%A0o-1068932589815886/?ref=settings,4.2,449,35.7126653,139.7005539,"restaurant, food, point_of_interest, establishment","Hole-in-the-wall venue for banh mi sandwiches & Vietnamese iced coffee, plus smoothies & juices.",バインミー
タン・ハー,Kanagawa,Yokohama,,4.4,602,35.42987060000001,139.4755859,"restaurant, food, point_of_interest, establishment",,バインミー
バインミーハバ,Tokyo,Fussa,,4.5,40,35.7398776,139.3260997,"restaurant, point_of_interest, food, establishment",,バインミー
HÀO NGUYÊN(ハオ グエン),Fukushima,Nihommatsu,https://haonguyenshop.com/,4.3,110,37.60511899999999,140.3564725,"restaurant, food, point_of_interest, establishment",,バインミー
スタンドバインミー,Tokyo,Meguro City,https://www.instagram.com/standbanhmi/,4.3,263,35.628886,139.6877641,"restaurant, food, point_of_interest, establishment",,バインミー
エムオーイ EM★OI ベトナムカフェ,Osaka,Higashiosaka,,4.7,94,34.6513947,135.5839424,"grocery_or_supermarket, cafe, restaurant, food, store, point_of_interest, establishment",,バインミー
ベトナム料理ヒヨコ (Quán GÀ CON),東京都,杉並区,,4.5,59,35.706278,139.6504264,"restaurant, food, point_of_interest, establishment",,バインミー
アンディー,Tokyo,Setagaya City,http://www.andi-setagaya.com/,4.3,151,35.6348202,139.6121113,"restaurant, food, point_of_interest, establishment",Quaint counter-serve Vietnamese cafe specializing in banh mi sandwiches & coffee.,バインミー
ベトナム・フォー,神奈川県,横浜市,https://www.facebook.com/Ph%E1%BB%9F-Vi%E1%BB%87t-Qu%C3%A1n-%E3%83%99%E3%83%88%E3%83%8A%E3%83%A0%E6%96%99%E7%90%86-110644234729421,4.4,178,35.423392,139.6015962,"restaurant, food, point_of_interest, establishment",,バインミー
3TEA,Chiba,Yachiyo,https://retty.me/area/PRE12/ARE459/SUB4402/100001589637/,4.2,35,35.7010372,140.0896025,"cafe, meal_takeaway, restaurant, food, point_of_interest, establishment",,バインミー
バインミーサンドイッチ神保町店,Tokyo,Chiyoda City,,4.6,59,35.6960762,139.7562785,"restaurant, point_of_interest, food, establishment",,バインミー
バインミー太陽 BÁNH MÌ TAIYO,Saitama,Yoshikawa,,4.5,75,35.8762564,139.8430331,"bakery, cafe, store, restaurant, food, point_of_interest, establishment",,バインミー
EBISU BANH MI BAKERY,Tokyo,Shibuya City,http://ebis-banhmi.com/,4.4,415,35.6479071,139.7102118,"bakery, meal_takeaway, restaurant, point_of_interest, store, food, establishment",,バインミー
ベトナムサンドイッチ DZO DZO ヨーヨー お持ち帰り専門店,群馬県,桐生市,https://www.facebook.com/profile.php?id=100088818081333,4.7,12,36.422242,139.349059,"restaurant, food, point_of_interest, establishment",,バインミー
ベトナム酒場 ROB PHOTONS ロブフォートンズ 盛岡店,Iwate,Morioka,https://www.robphoton.com/,3.9,65,39.7039005,141.1477487,"cafe, restaurant, point_of_interest, food, establishment",,バインミー
BANH MI XIN CHAO CAFE ASAKUSA バインミーシンチャオカフェ 浅草,Tokyo,Taito City,http://banhmixinchao.co.jp/,4.3,409,35.7101788,139.7978598,"restaurant, food, point_of_interest, establishment",,バインミー
バインミー バル ハチ,Tokyo,Suginami City,https://www.instagram.com/nishiogi.hachi/,4.6,19,35.69941,139.5985799,"meal_takeaway, bar, restaurant, food, point_of_interest, establishment",,バインミー
HANOI&HANOI ハーブとベトナム料理,Tokyo,Adachi City,,4.3,140,35.7478695,139.8022822,"restaurant, food, point_of_interest, establishment",,バインミー
ハノイ町 蔵前店,Tokyo,Taito City,,4.6,197,35.7056403,139.7935581,"restaurant, food, point_of_interest, establishment",,バインミー
BANH MI NGON NGON TAKADANOBABA,Tokyo,Shinjuku City,,4.1,283,35.7124601,139.7003927,"restaurant, point_of_interest, food, establishment",,バインミー
